id,post_text
233,Aoa if during cleaning private part kch bad thoughts aaen or Halka Sa sticky water mehsos ho or thori der bad  urine me bh thori Si thicknesses ho Kia ye challenge tor deta h?
234,"السّلام علیکمُ اَحْبَاب!
راقم کی عمر سترہ برس اور چند ماہ ہے جب کہ وہ عرصہ دو سال سے خود مشت زنی کا شکار ہے جب کہ فحش مواد شاذ و نادر ہی قلت کے ساتھ دیکھتا ہے-  جس کی وجہ سے سستی، جسم میں درد، چڑچڑاپن اور مایوسی کا شکار ہے بعض اوقات خود کشی کی سوچیں غالب آتی ہیں-
بندہ سال اول کا طالب علم ہے جب کہ میٹرک میں امتیازی نمبروں کی بدولت کالج میں سکالرشپ پر تعلیم حاصل کر رہا ہے جہاں اسے بہت اچھے اساتذہ سے پالا پڑا جس کی بدولت اخلاقیات کی دیواروں کی بنیاد فولادی ہے لیکن تنہائی کے گناہ اسے تباہ کرچکے ہیں مختلف جسمانی اور قابلیتی لحاظ سے خود پر شک کرتا ہے مختلف وساوس کا شکار رہتا ہے اِس ماہ اُس کے پیپر جبکہ وہ انتہائی سست ہوچکا ہے اور اپنے اساتذہ و والدین کو مایوس کرنے والا ہے-
مطالعہ اور سیکھنے کی جستجو بہت زیادہ ہے لیکن اب آنکھوں کی چمک اور چہرے کی رونق معدوم ہو رہی ہے شاید ایک ستارہ چمکنے سے قبل ہی بجھنے کو ہے-
میری آنکھوں میں تھکن اور درد عام بات ہے بعض اوقات آنکھیں کھولنے کا دل ہی نہیں کرتا ایسے تھکتی ہیں- اوور تھنکنگ کا شکار ہوں دماغ پر وزن سا محسوس ہوتا ہے جیسے وہ تھک گیا ہے اور اب چاہتا ہے کہ کرشمہ ہو اور وہ ری سیٹ ہو جائے گھنٹوں نیند لینے کے باوجود نیند پوری نہیں ہوتی جبکہ گھریلو پریشانی نے میری مشکلات بڑھا دی ہیں جس کی بدولت عرصہ دو سال سے ڈپریسڈ ہوں اور چاہتا ہوں چاہے کوئی پانچ ہزار دے گھر سے نکل جاؤں- رات کو سوتے وقت ماں کی آنکھ میں آنسو دیکھتا ہوں صُبْح کو آنکھیں مل رہا ہوتا تو تب بھی ماں کی آنکھوں میں آنسو ہوتے ہیں- مختصر یہ کہ دُکھ میری تلاش میں ہیں ایک کم ہوا نہیں دوسرا آ جاتا ہے اور شاید ایسے ہی ٹھکانے لگ جاؤں گا- خیر آپ میری راہنمائی فرمائیں کہ کیسے اس لت سے نکلوں دوسرے مسائل کا اللہ مالک ہے
نعمان صاحب براہ کرم اپروو کر دیں یہ ایک بیزار نوجوان کے دل کا غبار جو رونا چاہتا ہے لیکن رو نہیں سکتا ہوسکے تو میری راہنمائی فرمائیں چاے پرسنل رابطہ کرلیں- See less"
235,اسلام علیکم میرے نفس میں سختی حتم ہوگئے ہے 6دیں پہلے کڑے ہوئے مشت زنی کی پیر شام کو جب پر سیکس کر رہا تھا تو سکتے حتم ہو گئے ابی تک ٹیک نہیں ہوئے بہت پریشان ہو آج 7 دے ہے چیلنج کا
236,"Bhai please meri post approve karey bar bar post kar raha hun ap approve nahi kar rahey 
السلام علیکم پیارے بھائیو!
میں نے تقریباً 11 سال تک مشت زنی کی۔ پھر میری شادی ہو گئی اور شادی سے 10 دن پہلے میں نے مشت زنی مکمل طور پر چھوڑ دی۔ اب اسے 4 ماہ ہو چکے ہیں، لیکن میری شہوت (Libido) اور ایریکشن ابھی تک تقریباً صفر ہیں۔
شادی کے ایک ہفتے بعد میں نے یورولوجسٹ سے رجوع کیا۔ انہوں نے میرے مختلف ٹیسٹ کروائے، اور الحمدللہ تمام ٹیسٹ نارمل آئے۔ ڈاکٹر کا کہنا تھا کہ مجھے Performance Anxiety ہے۔ انہوں نے ایریکشن کے لیے دوا اور ذہنی سکون کے لیے بھی دوا دی، اور کہا کہ 6 ہفتے استعمال کریں، آپ ٹھیک ہو جائیں گے۔
لیکن اب مجھے سمجھ نہیں آ رہی کہ تمام ٹیسٹ نارمل ہونے کے باوجود میری شہوت اور ایریکشن اتنے کم کیوں ہیں۔ میں یہ جاننا چاہتا ہوں کہ کیا یہ Flatline ہو سکتی ہے جو اتنا لمبا عرصہ چل رہی ہے؟
کیا کسی بھائی کے ساتھ ایسا ہوا ہے کہ اس کی Flatline کئی مہینوں تک رہی ہو؟ اگر کسی کا تجربہ ہے تو براہِ کرم ضرور شیئر کریں۔
ایڈمن صاحب! میری پوسٹ منظور کر دیں اور براہِ کرم کمنٹس بند نہ کریں تاکہ زیادہ سے زیادہ لوگ اپنی رائے اور تجربات بتا سکیں۔
آپ سب کا بہت شکریہ۔ See less"
237,"Assalamualaikum 
Noman Bhai agar MB sy agar insan kamzor hota ja Raha hota hai tu 
Phir oske shahwat Kam
Kyon nahe hojate 
Mtlb jitna Banda MB karta rehta hai dosre din oss sy zyda  shehwat aate hai TU esa kyo.hota hai ?
Mtlb esa kyon nahe HOTA k Mb zyada karny sy shahwat Kam hojae ? See less"
238,34 دن ہو گئے ہیں صرف ایک دفعہ احتلام ہوا ہے اور ایسا لگ رہا ہے نفس مر گیا ہے کوئ فرق محسوس نہیں ہو رہا ہے
239,"Let's welcome our new members:
( اہم گروپ رولز ) جن پر عمل کرنا انتہائی ضروری ہے۔
1) کوئی بھی ممبر کسی بھی پوسٹس یا کمنٹ پر ھنسی 
 اور اینگری 
 والی ایموجی نہیں لگائے گا۔ 
2) کوئی بھی ممبر کسی کو بھی ان باکس نہیں بلائے گا  
3)گروپ میں کسی بھی قسم کی میڈیسن دوائیاں ،نسخے تجویز کرنا سختی سے منع ہے ۔ 
رولز کی خلاف ورزی کرنے کی صورت میں اسی وقت گروپ سے ہٹا دیا جائے گا ۔  ان شاءاللّٰہ 
Ahmad Wazir
,
Allauadin Allauadin
,
Zeeshan S
,
Irfan Abbas Fani Khan
,
S Khan S Khan
,
Malik Amir
,
Fayaz Shinwari
,
Ikram Gulosh Mamund
,
Jutt Hkhk
,
Darru Smith
,
Ghulam Haider
,
Awais Shail
,
Zubair Tailors
,
Katlang zalmai
,
Hamza Manzoor
,
Hamza Qureshi
,
Innoccent Monsters,
Raja Tahir
,
Mohib Afridi
,
Usman Ali
,
Alla Rakha Ma
,
السادات نیوز پاکستان
,
جاوید احمد وفا
,
Ali Haider
,
Ali Ali,
Hamdan Dikhan
,
Malik Usman Khokhar
,
اسد- حسرت بهشت خاموش
,
Husnain Sajid Qureshi
,
Kashan Kashan,
Mustafa Manthar Ali
,
Pakistani
 ,
Safi Ur Rehman
,
Nadeem Kamboh
,
Ahsan Kamal
,
Waqar Ali
,
Adnan Swati
,
Nalen Vlog
,
Prince Chucha
,
Hamdan Bin Noor
,
Muhammad Naeem
,
ذیشان جدون
,
Baynaqaab X Adi Memer II,
YazdAn Haider
,
Farman Ullah
,
No Names Skt
,
Hammad Hussan
,
Ziddi Chhokri
,
شریف لڑکا
,
Hafeez Rao
,
لاہوری منڈا,
Ali Hamza
,
علی جان
,
Sarim Sheikh
,
Tajammal Hussain Gujjar
,
Imran Khan
,
Rana Ahsan
,
Abdul Majeed
,
Nayab Nayab
,
Shahbaz Bhatti
,
Sohail Naz
,
Islam Ali
,
برادر اینڈ سسٹر
,
Aman Islam,
Umer Ali Umer
,
Hamid Af
,
Muhammad Junaid
,
Naeem Khan
,
Syed Rameez Ul Hassan
,
Amir Amirali
,
Jawaid Jawaid
,
Muhammad Saddam
,
Adnan Khokhar
,
Yasin Chaudhary
,
Furqan Bhatti
,
Hania Ali
,
Naseem Nawaz
,
MyLife MyFamily
,
Rafi Ullah
,
Sohail Muhammad
,
Rawalpindi Bou,
ĶHâłıđ MêhmoØđ
,
Haris Badshah
,
Iqra Iqra,
Saman Khan
,
Sabir Ali
,
Mahmood Ahmed
,
گردے نکالنے والى,
کـــــشـــــمــــیـــری مــــــلـــــــک,
Umair Jti
,
Waseem Iqbal
,
Rana Adnan
,
Danish Dh
,
Ali Hamza
,
SheharYar Khan Baloch
,
Abdul Bais
,
Nasir Khan
,
Faheem Khan
,
Mohsin Mohsin
,
Zeshan Malik
 See less"
240,Salam.. Brother ya mary dost ki report ha shadi ko 5 month ho gy han Hamal ni ho rha abi us ny ya report krowaii ha plz kisi ko knowledge ha tu Rehanmaii kr dy
241,"الحمدللہ! آج مجھے ماسٹر‌بیشن چھوڑے 22 دن ہو گئے ہیں۔
ہر دن ایک نئی کامیابی ہے۔
نفس سے لڑنا آسان نہیں، لیکن ناممکن بھی نہیں۔
جب ارادہ مضبوط ہو، اللہ پر بھروسہ ہو، اور مقصد پاک ہو تو انسان اپنی عادتیں بدل سکتا ہے۔
""جو شخص اللہ کے لیے کسی چیز کو چھوڑ دیتا ہے، اللہ اسے اس سے بہتر عطا فرماتا ہے۔""
22 دن مکمل، ان شاء اللہ آگے کا سفر بھی جاری رہے گا۔
اللہ ہم سب کو پاکیزگی، صبر اور استقامت عطا فرمائے۔ آمین۔ 
 See less"
242,"Inshallah kl see Mera challenge start ho ga 
Pkky yaqeen k saath main jis adat main pra hoo vo mujh see chottey he nahi inshallah main pure mehnat k saath apny miyyar k saath utroon ga thanks for all members"
243,"Mari age 17 ha or weight 90kg ha 
Mara nafs ha ak finger sa b chota ha 
Kya kru ma pershan hu"
244,"السلام علیکم،
میری عمر تقریباً 30 سال ہے۔ میں گزشتہ 4 ماہ سے مشت زنی نہیں کر رہا۔ میری جسمانی صحت اچھی ہے، میں پچھلے 2 ماہ سے باقاعدگی سے جم جا رہا ہوں، میرا وزن اور مسلز بھی بڑھے ہیں، اور میری خوراک بھی کافی صحت مند ہے۔
تاہم مجھے ایک مسئلہ پریشان کر رہا ہے۔ میری ایریکشن (Erection) پہلے کے مقابلے میں کمزور محسوس ہوتی ہے۔ کبھی کبھار ایریکشن ہو جاتی ہے لیکن وہ مکمل طور پر مضبوط نہیں ہوتی۔ ظاہری طور پر میری فٹنس اور جسمانی صحت اچھی ہے اور دوست بھی میری فزیکل اپیئرنس کی تعریف کرتے ہیں، لیکن اس مسئلے کی وجہ سے میں کافی فکر مند ہوں۔
کیا کسی نے ایسی صورتحال کا سامنا کیا ہے؟ اگر ہاں، تو براہِ کرم اپنی رائے، تجربہ یا کوئی مفید مشورہ شیئر کریں۔
شکریہ See less"
245,"آج کی حدیث شریف 
15 ذوالحج 1447ھ
01 جون 2026ء پیر 
#hadithoftheday 
#likecommentsharefollowsupport See less"
246,السلام علیکم کیا حال چال ہیں سب بھائیوں کے ایڈمن بھائیوں کے بھائی مجھے کل سے پرسوں سے میں بہت زیادہ سیکس کے خیال ا رہے تھے ہونگے تو سی بات کر رہا تھا اس سے بھی رومینٹک باتیں کر کرنے لگ پڑا ہے اور پھر مجھ سے کچھ ایسا ویڈیو چاہیے پورن ویڈیو نہیں دیکھی ویسے ہی ٹک ٹاک پر ہی اور اب میں نے منگیتر سے بات کی رومینٹک باتیں کی سیکس والی باتیں کی اور کچھ ایسی بس اگے میں نہیں بتا سکتا پہلے تو میں نے منگیتے سے بات کرنے سے منع کر دیا تھا وہ بھی مان گئی تھی کہ نہ کرنا پھر میرا دل کیا کہ چلو تھوڑی تھوڑی کر لیا کریں گے لیکن ایک ہفتے سے کچھ زیادہ بات کر رہے تھے تو اب مجھ سے سے مشت زنی ہو گئی ہے ستون دنوں کی بات میرا چیلنج ٹوٹا ہے میرا نفس بھی تین چار انچ کا ہے میں نے ایک دفعہ چیلنج کمپلیٹ کیا تھا دوسری دفعہ دو تین دو مہینے چلا تیسری دفعہ 20 15 دن سے چلتا رہا اور اس دفعہ ستنجا دن چلا اس سے میری ریکوری ضائع ہو گئی ہے ساری جو میں نے کی تھی پلیز مجھے رہنمائی فرمائیں اور سب بھائی دعا کریں کہ اسے گندی لت سے چھٹکارا حاصل ہو جائے ویسے تو نہیں کبھی مشت زنی کرنے کا دل کیا جب میں نے گیتے سے بات کی دو تین دن ہو گئے پھر میرے ذہن میں غلط خیالات ائے پہلے میں بالکل کم بات کرتا تھا سلام دعا لے کے بس حال چال پوچھ کے بس تین چار دنوں سے کافی باتیں کی ساری ساری رات کی پھر میں ٹھیک باتیں کرنے لگ گیا اہستہ اہستہ مجھ سے بہت بڑی غلطی ہو گی اب میں بہت پچھتا رہا ہوں کہ میں بات نہیں کرنی تھی کیونکہ ادھر سے ایسی باتیں نہیں کرنی تھی سب بھائی میرے لیے دعا کریں کہ اس لیٹ سے چھٹکارا مل جائے اور اللہ مجھے معاف فرمائے اور میرے سب بھائیوں کو اس غلیظ کام سے دور رکھے امین See less
247,"مشت زنی (Masturbation) کے بارے میں مختلف آراء پائی جاتی ہیں، لیکن اگر یہ عادت حد سے بڑھ جائے یا روزمرہ زندگی پر اثر ڈالے تو بعض مسائل پیدا ہو سکتے ہیں:
وقت کا ضیاع اور اہم کاموں سے غفلت
فحش مواد کی لت لگنے کا خطرہ
احساسِ جرم یا ذہنی پریشانی
توجہ اور یکسوئی میں کمی
ازدواجی زندگی پر منفی اثرات (بعض افراد میں)
عام طور پر مشت زنی سے مستقل جسمانی کمزوری، نابینا پن یا بانجھ پن جیسی باتیں سائنسی طور پر ثابت نہیں ہیں۔
فحش مواد کے نقصانات:
ذہنی آلودگی اور خیالات پر منفی اثر
عبادات اور روحانی زندگی میں غفلت
حقیقی رشتوں سے دلچسپی میں کمی
لت (Addiction) کا خطرہ
اگر آپ اس عادت کو چھوڑنا چاہتے ہیں تو ورزش، مصروفیت، دینی سرگرمیوں اور فحش مواد سے دوری مددگار ثابت ہو سکتی See less"
248,"میرا پانچ مہینوں کے بعد چیلنچ ٹوٹ گیا ہے اور اب پینس نے سوجن کر لیا ہے اس کے کیا نقصان ہیں کوئی میڈیسن بتا دو کہ سوجن ختم ہو جائے 
بہت افسوس ہوا ہے لیکن اب کچھ نہیں کر سکتا"
249,"aj challenge k 48 din ho gye hain 
mujy ahtalam nhi ho rha Kya waja ho skti hy"
250,"السلام وعلیکم 
میرا وزن 100 ہے کیا یہ میری sextual لائف امپیک کر رہا ہے"
251,Asalam o alaikum aj phir challenge shooro kr diya he asl maza apne nafs se larne me ha inshallah is baar Allah pak k hukum se challenge poora kroonga
252,me 6.7 month phly ghr rehta tha job nhi thi to preshan sy mera khara nhi hota tha to ab me job kr rha hon rozana job py jaty hue 2 km chal kr jata hu 2km wapsi py to  halat ab asi ha k chlyy chlyy khara hojata ha soty hue uthty bethty khara hojata bgair kisi bury khyal k...iski kia wajah hoskti ha
253,Mera challenge tot geya hain mena rat ho poran dekh kar mb kar leya ta mujhe 1ya1.5 mint Laga or subha per hoon gaye mb Lekin subha time boot zeyada lag geya 7ya 8 mint mujhe Laga ka aj Mera timing boot auchi ten Kya ya timing Tek hain or shade ka bad koi masla to nhi hoon ga me per sa challenges start kar rahan hoon
254,"افسوس میرا چیلنج ایک دن سے آ گے نہ بڑھ سکا بہت دکھ ہوتا ہے تین دن میں دو دفعہ ٹوٹ گیا حالانکہ میں شادی شدہ ہو اور چار بچے ہیں میرے الحمدللہ ،
لیکن میری بیوی اس معاملے میں کمزور واقعی ہوئی ہے وہ میری ضرورت پوری نہیں کر سکتی۔
 بہت پریشان ہو ، تقریباً 20 بیس سال سے زیادہ عرصہ ہواہے کہ اس تباہ کن مرض میں گرفتار ہوں،
حتی الامکان نیٹ سے دور رہتا ہو ، صرف واٹس ایپ استمعال کرتا ہوں ،کبھی کبھار فیس بک۔
لڑکیوں کی طرف میلان حد سے زیادہ ہے، اگر کبھی موقعہ ملا تو شاید زنا سے بھی بچ نہ پاؤ ، شکر ہے کہ اللہ موقع نہیں دیتے۔
بنیادی وجوہات دو ہے اول بد نظری کہ یہ عادت بد بہت پختہ ہوچکی ہے اور اس سے بچنا ناممکن حدتک مشکل ہواہے، دو سوچ پر عدم کنٹرول، گندے خیالات،یہ آج کل زیادہ ہوا ہے ورنہ اس سے کافی حدتک نکل آیا تھا لیکن اب پھر اس کا غلبہ ہے، خاص کر دوپہر یا رات کو لیٹتے وقت۔
براہ کرم کوئی ماہر ایڈمن پرسنل میں مجھے گائیڈ کرنا شروع کریں ، نہایت پریشان ہوں تمام صلاحیتیں اور پوری جوانی ضائع ہو رہی ہے، بیس سے پچیس کا عرصہ کوئی معمولی زمانہ نہیں ، سب اس ٹینشن میں ضائع ہوا حالانکہ بہترین صلاحیتوں کا مالک ہوں۔ See less"
255,Dry fruit milkshake mein gondh kateera kitni mikdar mein dalna chahie kiu wo jab kateera pani mein raat bhar bhigo du tu bht thora bhi bht ziada jell ban jata hai aur kia badam akhrot kay shake mein gondh kateera dalna chahie koi faida deta hai recovery mein ya nhi ??
256,"Today I start my challenge 
May 31, at 4:00 pm
I will drop every day about my challenge"
257,"Hadith of the day 
#hadithoftheday #photographychallenge #likecommentsharefollowsupport"
258,"Assalamu Alaikum! Main pechlay bohat arsay se MB se Chutkara pa Raha hon but ho nai  Raha. Kabhi 3 month, 2 month ya 1 month baad challenge toot jata hai. Main ne ab ye group 2 years layer again join Kia hai. Kue keh main bohat serious hon is gunah se Jaan churane ke liey. 
Ab main ne ye soch kar again group join Kia hai ta keh main apni progress ko Sath Sath share kro, is se na Sirf mujhy hosla mily ga, balky ho Sakta hai mere Bhai jo pareshan hai unko bhi encourage mily See less"
259,"السلام علیکم ایک سال سے مکمل کوشش کر رہا ہوں لیکن آج تک مکمل چیلنج نہ ہوسکا لیکن آج پھر ایک نئے عزم کے ساتھ شروع کررہا ہوں ہوں انشاء اللہ اس بار مکمل کرنا ہے 
تقریباً سات سال سے مشت زنی کررہا ہوں بہت کمزور ہو گیا ہوں کوئی خوراک"
260,اسلام علیکم ورحمتہ وبرکاتہ امید ہے سب بھائی خیریت سے ہوں گے پیارے بھائی میں بہت پریشان ہوں مجھ سے یہ کام نہیں چھوٹ رہے اور ایک ایپ ہے میں اس سے بات کرتا ہو لڑکیوں سے اور روزانہ مشت زنی کرتا ہوں چھوڑنے کی بہت کوشش کی ہے ایک مرتبہ 56 دن کیے اس کے بعد اب ایک دن مشکل سے کرتا ہو پھر دوسرے دن دو مرتبہ کر دیتا ہوں میں  نے ریکوری گائیڈ بھی پڑھی ہے لیکن پھر بھی نہیں چھوٹ رہے کام کیا کروں
261,"میں رات فورن ویڈیو دیکھی ہے
میں نے مشت زنی نہیں کی ہے 
پھر مجھے رات کو احتلام ہوا۔
یہ مشت زنی میں آتا ہے"
262,"یہ جو آپ کا دل ہے نہ ،اس کو عربی میں ""قلب""  کہتے ہیں اور قلب کا معنی ہوتا ہے ؛اُلٹنا پلٹنا۔ یہ دل بھی ایک حالت میں نہیں رہتا۔ کبھی تو اتنا خوش ہوتا ہے جیسے ساری دنیا کی خوشیاں اس کو مل گئی ہیں، کبھی ایسا اداس ہو جاتا ہے جیسے ساری دنیا کا غم اس پر اُنڈیل دیا گیا ہے۔
جس دور میں ہم زندگی گزار رہے ہیں، اس میں دل کی اُداسی اور بے سکونی میں اضافہ ہوا ہے۔ ہمارے دل بہت کمزور ہو گئے ہیں۔ بادِ مُخالف کا ایک ہلکا سا جھونکا اسے اپنی طرف جھکا لیتا ہے۔ہر لمحہ آنکھ کے ذریعے گناہوں کے مناظر اور کان کے ذریعے گناہوں کی آوازیں دل کی پاکیزہ زمین کو نجاست زدہ کر رہی ہیں۔ طرح طرح کے بُرے جذبات پیدا ہو رہے ہیں جن سے یہ دل کمزور ہو جاتا ہے۔
جب آپ کا کوئی عضو کمزور ہو تو اسے آپ مضبوط باندھ لیتے ہیں۔ خدا نخواستہ اگر کسی کا ایکسیڈنٹ ہو جائے اور ہاتھ میں چوٹ آئے تو وہ پلستر لگا کر اسے مضبوط کرتا ہے۔سر پر چوٹ آئے تو اُس پر پٹیاں باندھی جاتی ہیں، گھٹنے کمزور ہوں تو آپریشن کر کے اس کا علاج کیا جاتا ہے۔
ایسے ہی آپ کا دل بھی کمزور پڑ جاتا ہے۔ذرا سا برائی کا منظر دیکھا اور ارتکاب کر بیٹھا۔ ذرا سی مصیبت آئی اور لوگوں کے سامنے شکوے شکایات کی پٹاری کھول دی۔ ذرا سی کسی نے راز کی بات بتائی  اور پوری دنیا کو بتا دیا، ذرا سی خبر چلی اور اس پر دل نے بریکنگ نیوز بنا ڈالی۔ دل کمزور ہونے کی ہزاروں نشانیاں ہیں اور اس پر شیطان اور نفس کی طرف سے چوٹیں بھی لگائی جاتی ہیں، ایسے میں آپ دل کو کیسے مضبوط کریں گے؟؟اس پر کیسے پٹی باندھیں گے؟؟ کس پلستر سے اسے حوصلہ اور ٹھہراؤ دیں گے؟؟ کس چیز سے اُسے بکھر کر ٹوٹنے سے بچائیں گے اور کس چیز سے جوڑیں گے؟ تو وہ چیز قرآن نے بتائی۔
قرآن کہتا ہے: (جب )حضرت موسی کی والدہ( اپنے معصوم اور چھوٹے سے بیٹے کو دریا میں ڈالنے لگیں تو ان ) کا دل بے قرار تھا۔ قریب تھا کہ وہ یہ سارا راز کھول دیتیں ،اگر ہم نے ان کے دل کو سنبھالا ( اور مضبوط) نہ کیا ہوتا۔
یہاں قرآن نے دل کے ساتھ ""ربط"" کا لفظ ذکر کیا ہے جس کا معنی ہوتا ہے: کسی چیز کو باندھنا، مطلب یہ ہے کہ ہم نے موسی کی والدہ کے کمزور دل کو ڈھارس بندھائی جس کی وجہ سے وہ مضبوط ہوگیا۔ اتنا مضبوط کہ اب اگر اس پر مصیبتوں کا احد پہاڑ بھی رکھ دیا جاتا تو ڈگمگاتا نہیں۔ 
یہی بات اصحاب کہف کے بارے میں بھی کہی گئی ہے کہ:
و ربطنا علی قلوبھم 
ہم نے ان کے دلوں کو (باندھ کر)مضبوط کر دیا تھا۔ کیونکہ اس وقت ان کے دل کمزور پڑ سکتے تھے۔ ان کے دلوں کو ایمان ، اُس پر ثابت قدمی اور اپنے وطن کو چھوڑنے پر صبر کے ذریعے سے مضبوط کیا گیا۔
 اور پھر یہی تسلی بھری الفاظ اصحابِ بدر کے بارے میں بھی اترتے نظر آتے ہیں۔
فرمایا: لیربط علی قلوبکم یعنی ہم نے بدر کے دن تم پر غنودگی طاری کی اور آسمان سے پانی اس لیے برسایا کہ اس کے ذریعے تمہارے دلوں کو ڈھارس بندھائیں۔
ان تمام آیات میں تدبر کرنے سے معلوم ہوتا ہے کہ جب بھی کسی موقع پر آپ کو محسوس ہو کہ میرا دل کسی معاملہ میں کمزور پڑ رہا ہے، اسے اس وقت مضبوطی اور ڈھارس کی ضرورت ہے تو آپ اللہ سے کہیں:
اے موسی کی والدہ کے دل کو ڈھارس دینے والے اللہ!!!!
اے اصحابِ کہف کے قلوب کو مضبوطی اور سہارا دینے والے اللہ!!!!
اے اصحابِ بدر کے ٹوٹتے دلوں کو جوڑ دینے والے اللہ!!!!
فلاں معاملہ میں میرا دل بکھر رہا ہے، میں ٹوٹ رہا ہوں، میرے جذبات منتشر ہو رہے ہیں،میرا دل بے صبرا ہو رہا ہے، اس میں کمزوری ،عجلت(جلدبازی) اور برے احساسات جنم لے رہے ہیں،میں تنہا ہوں، صرف آپ ہی دیکھ رہے ہیں،میرا دلِ ناتواں شیطان اور زمانے کا مقابلہ کرنے سے عاجز ہے، آپ ہی  میرے دل کو ڈھارس اور مضبوطی دیجیے۔
جب دل کی گہرائی سے یہ آواز نکلتی ہے تو آسمان کے دروازے کھل جاتے ہیں اور ایک دم سے انسان رحمت الہی کے سمندر میں جا گرتا ہے ، پھر دنیا کی کوئی طاقت اور معاصی کا کوئی منظر اس کے دل کو ڈگمگا نہیں سکتا کیونکہ اب اس کو باندھا ہے سوہنے رب نے۔
#محمد_اکبر
10 مئی 2023 See less"
263,"AoA admin plz approve my post.
Post tora lamba ha ap sb bhaio sy request he mra help kre. 
Bht ye k mra aik larki k sath relation ta. 
Jo k larke na hud start kia ta hm dono phon pr ya audio ya kbe vediu call pr bht krty ty. Ab pechle eid sy phly oske shads ho gye me blkul akly tanha reh gya. Aik to me sochta bht zyada hn osk bary me hr time sad dill bs bhr gya ha dunya sa. Dosre bht me ne bht zyaada mushat zani ke ha osk sath audio ya vediu call krty hoi oo ab b rbta krte ha or mje lhte hn k me ne hubby k sath asa kia asa kia jo mje oor tension ma dal dte ha. 
Isk sath he me mushat zani dobara start kr deta hn. 
Ab mry nafs ma oo sakhte nhe rahe na he jalde kara hota ha bht tension ma hn hr trf sy. Plz mje koi mashwara den 
 See less"
264,"اسلام وعلیکم دوستوں 
بہت ہی نازک بات کررہا ہوں میری اس گروپ کے ممبران سے بھر امید ہے اچھے مشورے کی 
  میری ایج 23 سال ہے میں Bsc کا سٹوڈنٹ ہوں مسلا یہ ہے کہ میرا چیلنج بہت ہی کم جاتا ہے ایک تو مشت زنی سے تنگ ہوں اور ایک مسلا یہ ہے کہ میرا بڑے بھائی کی بیوی پہلے میں بنا کسی دوسرے مسلے کے کرتا تھا بٹ اب سے کچھ وقت پہلے میں نے ایسے ہی اس کے ساتھ مزاق میں گندی باتیں کی جس کا اسنے مسبت جواب دیا اب جب بھی ایرکشن ہوتا ہے میرا دماغ اس کی طرف مائل ہوجا تا ہے اور غلط حرکات سے پھر مشت زنی کر بیٹھتا ہوں وہ بھی اکثر بار کچھ نہیں کہتی جس پر میرا دماغ اور بھی مائل ہوجا تا ہے میں نے بہت کوشش کی دور رہنے کی آتا کے اس کے ہاتھ کا کھانا پینا بھی چھوڑ دیا ہے بٹ جب ایرکشن آتا ہے سب کچھ پھر سے خراب ہو جا تا ہے کیسے جان چھڑاو اس دلدل سے ایک ساتھ رھتے ہیں See less"
265,"Asalam o alaikum yar bhayion aj challenge toot gya pooray 30 din bad 
  aj tou Dil hee toot gya he yar kitni mehnat kee thee in 30 dino me Kitna khush tha k is baar challenge poora Hoga lekin aj Mera khuwab toot gya suba tak challenge bhot acha chl rha tha lekin achanak se pata ni Kya hova or challenge toot gya abi tk soch soch k pagl ho rha Hoon k akhir kese toot gya challenge yaqin nhi a rha Meray Liye Dua kro k ya to Allah muje is burai se bacha Len ya muje mot de dain q k me thak gya Hoon me andr se toot gya Hoon 
 See less"
266,Asslamoalikum mari age 42 hai 25 saal se Iss addiction ka shikaar hun ab 14 din se kuchh nai Kia or har roz gond katira or tukhm balgan dudh main daal kar use karta hun ALLHAMDULILLAH bohat saray maslay hall ho chalay hain itnay kam waqt main morning main shahwat b aati hai or timing b thik ho rahi hai
267,Aoa umeed ha sb thk hoga mere challenge ko Allhamdulilah 60 hogae ha lkin ma jb subha uthta hu fresh nhi uthta anxiety bhe rehti ha koi tareeqa btae ka ma fresh uthu subha stiffness rehti ha neck kandho ma pairon ma age 20 ha plz approve krda
268,"السلام و علیکم و رحمتہ اللہ وبرکاتہ 
کیسے ہے آپ سب بھائی 
                                                           الحمدللہ رب العالمین 
زندگی میں پہلی بار اتنے دن کا چیلنج کیا ہے الحمدللہ اللہ پاک کا بہت بہت شکریہ ادا کرتا ہو اور نعمان بھائی کا جنہوں نے مجھے ہوسلا دیا ک آپ یہ کر سکتے ہے اور بہت ساری کوششوں کے بعد ایک نہ ایک دن میں کامیاب ہو ہی گیا مجھے ناممکن لگتا تھا لیکن زندگی میں کچھ بی نا ممکن نہیں ہے اللہ پاک ہمیں معاف کریں 
 اور ہمیں سمجھنے کی توفیق عطا فرمائے آمین"
